flight_date,flight_status,departure,arrival,airline,flight,aircraft,live
2025-09-09,scheduled,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '8', 'gate': None, 'delay': 16, 'scheduled': '2025-09-09T07:50:00+00:00', 'estimated': '2025-09-09T07:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '5', 'gate': None, 'baggage': None, 'scheduled': '2025-09-09T19:45:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'British Airways', 'iata': 'BA', 'icao': 'BAW'}","{'number': '178', 'iata': 'BA178', 'icao': 'BAW178', 'codeshared': None}",,
2025-09-09,scheduled,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '4', 'gate': 'A6', 'delay': None, 'scheduled': '2025-09-09T08:10:00+00:00', 'estimated': '2025-09-09T08:10:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '3', 'gate': None, 'baggage': None, 'scheduled': '2025-09-09T20:00:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Virgin Atlantic', 'iata': 'VS', 'icao': 'VIR'}","{'number': '26', 'iata': 'VS26', 'icao': 'VIR26', 'codeshared': None}",,
2025-09-09,scheduled,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '5', 'gate': '524', 'delay': None, 'scheduled': '2025-09-09T08:45:00+00:00', 'estimated': '2025-09-09T08:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '2', 'gate': None, 'baggage': None, 'scheduled': '2025-09-09T20:45:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'JetBlue Airways', 'iata': 'B6', 'icao': 'JBU'}","{'number': '1107', 'iata': 'B61107', 'icao': 'JBU1107', 'codeshared': None}",,
2025-09-09,scheduled,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '8', 'gate': '12', 'delay': None, 'scheduled': '2025-09-09T09:50:00+00:00', 'estimated': '2025-09-09T09:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '3', 'gate': '35', 'baggage': None, 'scheduled': '2025-09-09T21:40:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'American Airlines', 'iata': 'AA', 'icao': 'AAL'}","{'number': '142', 'iata': 'AA142', 'icao': 'AAL142', 'codeshared': None}",,
2025-09-08,landed,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '8', 'gate': None, 'delay': 19, 'scheduled': '2025-09-08T07:50:00+00:00', 'estimated': '2025-09-08T07:50:00+00:00', 'actual': '2025-09-08T08:09:00+00:00', 'estimated_runway': '2025-09-08T08:09:00+00:00', 'actual_runway': '2025-09-08T08:09:00+00:00'}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '5', 'gate': None, 'baggage': '9', 'scheduled': '2025-09-08T19:45:00+00:00', 'delay': None, 'estimated': '2025-09-08T19:00:00+00:00', 'actual': '2025-09-08T19:00:00+00:00', 'estimated_runway': '2025-09-08T19:00:00+00:00', 'actual_runway': '2025-09-08T19:00:00+00:00'}","{'name': 'Aer Lingus', 'iata': 'EI', 'icao': 'EIN'}","{'number': '8878', 'iata': 'EI8878', 'icao': 'EIN8878', 'codeshared': {'airline_name': 'british airways', 'airline_iata': 'ba', 'airline_icao': 'baw', 'flight_number': '178', 'flight_iata': 'ba178', 'flight_icao': 'baw178'}}",,
2025-09-08,landed,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '8', 'gate': None, 'delay': 19, 'scheduled': '2025-09-08T07:50:00+00:00', 'estimated': '2025-09-08T07:50:00+00:00', 'actual': '2025-09-08T08:09:00+00:00', 'estimated_runway': '2025-09-08T08:09:00+00:00', 'actual_runway': '2025-09-08T08:09:00+00:00'}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '5', 'gate': None, 'baggage': '9', 'scheduled': '2025-09-08T19:45:00+00:00', 'delay': None, 'estimated': '2025-09-08T19:00:00+00:00', 'actual': '2025-09-08T19:00:00+00:00', 'estimated_runway': '2025-09-08T19:00:00+00:00', 'actual_runway': '2025-09-08T19:00:00+00:00'}","{'name': 'Finnair', 'iata': 'AY', 'icao': 'FIN'}","{'number': '5478', 'iata': 'AY5478', 'icao': 'FIN5478', 'codeshared': {'airline_name': 'british airways', 'airline_iata': 'ba', 'airline_icao': 'baw', 'flight_number': '178', 'flight_iata': 'ba178', 'flight_icao': 'baw178'}}",,
2025-09-08,landed,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '8', 'gate': None, 'delay': 19, 'scheduled': '2025-09-08T07:50:00+00:00', 'estimated': '2025-09-08T07:50:00+00:00', 'actual': '2025-09-08T08:09:00+00:00', 'estimated_runway': '2025-09-08T08:09:00+00:00', 'actual_runway': '2025-09-08T08:09:00+00:00'}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '5', 'gate': None, 'baggage': '9', 'scheduled': '2025-09-08T19:45:00+00:00', 'delay': None, 'estimated': '2025-09-08T19:00:00+00:00', 'actual': '2025-09-08T19:00:00+00:00', 'estimated_runway': '2025-09-08T19:00:00+00:00', 'actual_runway': '2025-09-08T19:00:00+00:00'}","{'name': 'Iberia', 'iata': 'IB', 'icao': 'IBE'}","{'number': '3564', 'iata': 'IB3564', 'icao': 'IBE3564', 'codeshared': {'airline_name': 'british airways', 'airline_iata': 'ba', 'airline_icao': 'baw', 'flight_number': '178', 'flight_iata': 'ba178', 'flight_icao': 'baw178'}}",,
2025-09-08,landed,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '8', 'gate': None, 'delay': 19, 'scheduled': '2025-09-08T07:50:00+00:00', 'estimated': '2025-09-08T07:50:00+00:00', 'actual': '2025-09-08T08:09:00+00:00', 'estimated_runway': '2025-09-08T08:09:00+00:00', 'actual_runway': '2025-09-08T08:09:00+00:00'}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '5', 'gate': None, 'baggage': '9', 'scheduled': '2025-09-08T19:45:00+00:00', 'delay': None, 'estimated': '2025-09-08T19:00:00+00:00', 'actual': '2025-09-08T19:00:00+00:00', 'estimated_runway': '2025-09-08T19:00:00+00:00', 'actual_runway': '2025-09-08T19:00:00+00:00'}","{'name': 'American Airlines', 'iata': 'AA', 'icao': 'AAL'}","{'number': '6939', 'iata': 'AA6939', 'icao': 'AAL6939', 'codeshared': {'airline_name': 'british airways', 'airline_iata': 'ba', 'airline_icao': 'baw', 'flight_number': '178', 'flight_iata': 'ba178', 'flight_icao': 'baw178'}}",,
2025-09-08,landed,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '8', 'gate': None, 'delay': 19, 'scheduled': '2025-09-08T07:50:00+00:00', 'estimated': '2025-09-08T07:50:00+00:00', 'actual': '2025-09-08T08:09:00+00:00', 'estimated_runway': '2025-09-08T08:09:00+00:00', 'actual_runway': '2025-09-08T08:09:00+00:00'}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '5', 'gate': None, 'baggage': '9', 'scheduled': '2025-09-08T19:45:00+00:00', 'delay': None, 'estimated': '2025-09-08T19:00:00+00:00', 'actual': '2025-09-08T19:00:00+00:00', 'estimated_runway': '2025-09-08T19:00:00+00:00', 'actual_runway': '2025-09-08T19:00:00+00:00'}","{'name': 'AlphaSky', 'iata': 'AS', 'icao': 'JAG'}","{'number': '5262', 'iata': 'AS5262', 'icao': 'JAG5262', 'codeshared': {'airline_name': 'british airways', 'airline_iata': 'ba', 'airline_icao': 'baw', 'flight_number': '178', 'flight_iata': 'ba178', 'flight_icao': 'baw178'}}",,
2025-09-08,landed,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '8', 'gate': None, 'delay': 19, 'scheduled': '2025-09-08T07:50:00+00:00', 'estimated': '2025-09-08T07:50:00+00:00', 'actual': '2025-09-08T08:09:00+00:00', 'estimated_runway': '2025-09-08T08:09:00+00:00', 'actual_runway': '2025-09-08T08:09:00+00:00'}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '5', 'gate': None, 'baggage': '9', 'scheduled': '2025-09-08T19:45:00+00:00', 'delay': None, 'estimated': '2025-09-08T19:00:00+00:00', 'actual': '2025-09-08T19:00:00+00:00', 'estimated_runway': '2025-09-08T19:00:00+00:00', 'actual_runway': '2025-09-08T19:00:00+00:00'}","{'name': 'British Airways', 'iata': 'BA', 'icao': 'BAW'}","{'number': '178', 'iata': 'BA178', 'icao': 'BAW178', 'codeshared': None}",,
2025-09-08,landed,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '4', 'gate': 'A7', 'delay': 30, 'scheduled': '2025-09-08T08:10:00+00:00', 'estimated': '2025-09-08T08:10:00+00:00', 'actual': '2025-09-08T08:39:00+00:00', 'estimated_runway': '2025-09-08T08:39:00+00:00', 'actual_runway': '2025-09-08T08:39:00+00:00'}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '3', 'gate': None, 'baggage': '02', 'scheduled': '2025-09-08T20:00:00+00:00', 'delay': None, 'estimated': '2025-09-08T19:17:00+00:00', 'actual': '2025-09-08T19:17:00+00:00', 'estimated_runway': '2025-09-08T19:17:00+00:00', 'actual_runway': '2025-09-08T19:17:00+00:00'}","{'name': 'Air France', 'iata': 'AF', 'icao': 'AFR'}","{'number': '9656', 'iata': 'AF9656', 'icao': 'AFR9656', 'codeshared': {'airline_name': 'virgin atlantic', 'airline_iata': 'vs', 'airline_icao': 'vir', 'flight_number': '26', 'flight_iata': 'vs26', 'flight_icao': 'vir26'}}",,
2025-09-08,landed,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '4', 'gate': 'A7', 'delay': 30, 'scheduled': '2025-09-08T08:10:00+00:00', 'estimated': '2025-09-08T08:10:00+00:00', 'actual': '2025-09-08T08:39:00+00:00', 'estimated_runway': '2025-09-08T08:39:00+00:00', 'actual_runway': '2025-09-08T08:39:00+00:00'}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '3', 'gate': None, 'baggage': '02', 'scheduled': '2025-09-08T20:00:00+00:00', 'delay': None, 'estimated': '2025-09-08T19:17:00+00:00', 'actual': '2025-09-08T19:17:00+00:00', 'estimated_runway': '2025-09-08T19:17:00+00:00', 'actual_runway': '2025-09-08T19:17:00+00:00'}","{'name': 'Delta Air Lines', 'iata': 'DL', 'icao': 'DAL'}","{'number': '5996', 'iata': 'DL5996', 'icao': 'DAL5996', 'codeshared': {'airline_name': 'virgin atlantic', 'airline_iata': 'vs', 'airline_icao': 'vir', 'flight_number': '26', 'flight_iata': 'vs26', 'flight_icao': 'vir26'}}",,
2025-09-08,landed,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '4', 'gate': 'A7', 'delay': 30, 'scheduled': '2025-09-08T08:10:00+00:00', 'estimated': '2025-09-08T08:10:00+00:00', 'actual': '2025-09-08T08:39:00+00:00', 'estimated_runway': '2025-09-08T08:39:00+00:00', 'actual_runway': '2025-09-08T08:39:00+00:00'}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '3', 'gate': None, 'baggage': '02', 'scheduled': '2025-09-08T20:00:00+00:00', 'delay': None, 'estimated': '2025-09-08T19:17:00+00:00', 'actual': '2025-09-08T19:17:00+00:00', 'estimated_runway': '2025-09-08T19:17:00+00:00', 'actual_runway': '2025-09-08T19:17:00+00:00'}","{'name': 'KLM', 'iata': 'KL', 'icao': 'KLM'}","{'number': '2505', 'iata': 'KL2505', 'icao': 'KLM2505', 'codeshared': {'airline_name': 'virgin atlantic', 'airline_iata': 'vs', 'airline_icao': 'vir', 'flight_number': '26', 'flight_iata': 'vs26', 'flight_icao': 'vir26'}}",,
2025-09-08,landed,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '4', 'gate': 'A7', 'delay': 30, 'scheduled': '2025-09-08T08:10:00+00:00', 'estimated': '2025-09-08T08:10:00+00:00', 'actual': '2025-09-08T08:39:00+00:00', 'estimated_runway': '2025-09-08T08:39:00+00:00', 'actual_runway': '2025-09-08T08:39:00+00:00'}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '3', 'gate': None, 'baggage': '02', 'scheduled': '2025-09-08T20:00:00+00:00', 'delay': None, 'estimated': '2025-09-08T19:17:00+00:00', 'actual': '2025-09-08T19:17:00+00:00', 'estimated_runway': '2025-09-08T19:17:00+00:00', 'actual_runway': '2025-09-08T19:17:00+00:00'}","{'name': 'Virgin Atlantic', 'iata': 'VS', 'icao': 'VIR'}","{'number': '26', 'iata': 'VS26', 'icao': 'VIR26', 'codeshared': None}",,
2025-09-08,landed,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '5', 'gate': '524', 'delay': 13, 'scheduled': '2025-09-08T08:45:00+00:00', 'estimated': '2025-09-08T08:45:00+00:00', 'actual': '2025-09-08T08:58:00+00:00', 'estimated_runway': '2025-09-08T08:58:00+00:00', 'actual_runway': '2025-09-08T08:58:00+00:00'}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '2', 'gate': None, 'baggage': '6', 'scheduled': '2025-09-08T20:45:00+00:00', 'delay': None, 'estimated': '2025-09-08T19:48:00+00:00', 'actual': '2025-09-08T19:51:00+00:00', 'estimated_runway': '2025-09-08T19:51:00+00:00', 'actual_runway': '2025-09-08T19:51:00+00:00'}","{'name': 'JetBlue Airways', 'iata': 'B6', 'icao': 'JBU'}","{'number': '1107', 'iata': 'B61107', 'icao': 'JBU1107', 'codeshared': None}",,
2025-09-08,landed,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '4', 'gate': 'B30', 'delay': 20, 'scheduled': '2025-09-08T21:55:00+00:00', 'estimated': '2025-09-08T21:55:00+00:00', 'actual': '2025-09-08T22:15:00+00:00', 'estimated_runway': '2025-09-08T22:15:00+00:00', 'actual_runway': '2025-09-08T22:15:00+00:00'}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '3', 'gate': '42', 'baggage': '06', 'scheduled': '2025-09-09T10:15:00+00:00', 'delay': None, 'estimated': '2025-09-09T09:33:00+00:00', 'actual': '2025-09-09T09:34:00+00:00', 'estimated_runway': '2025-09-09T09:34:00+00:00', 'actual_runway': '2025-09-09T09:34:00+00:00'}","{'name': 'Virgin Atlantic', 'iata': 'VS', 'icao': 'VIR'}","{'number': '4030', 'iata': 'VS4030', 'icao': 'VIR4030', 'codeshared': {'airline_name': 'delta air lines', 'airline_iata': 'dl', 'airline_icao': 'dal', 'flight_number': '3', 'flight_iata': 'dl3', 'flight_icao': 'dal3'}}",,
2025-09-08,landed,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '4', 'gate': 'B30', 'delay': 20, 'scheduled': '2025-09-08T21:55:00+00:00', 'estimated': '2025-09-08T21:55:00+00:00', 'actual': '2025-09-08T22:15:00+00:00', 'estimated_runway': '2025-09-08T22:15:00+00:00', 'actual_runway': '2025-09-08T22:15:00+00:00'}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '3', 'gate': '42', 'baggage': '06', 'scheduled': '2025-09-09T10:15:00+00:00', 'delay': None, 'estimated': '2025-09-09T09:33:00+00:00', 'actual': '2025-09-09T09:34:00+00:00', 'estimated_runway': '2025-09-09T09:34:00+00:00', 'actual_runway': '2025-09-09T09:34:00+00:00'}","{'name': 'Air France', 'iata': 'AF', 'icao': 'AFR'}","{'number': '3662', 'iata': 'AF3662', 'icao': 'AFR3662', 'codeshared': {'airline_name': 'delta air lines', 'airline_iata': 'dl', 'airline_icao': 'dal', 'flight_number': '3', 'flight_iata': 'dl3', 'flight_icao': 'dal3'}}",,
2025-09-08,landed,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '4', 'gate': 'B30', 'delay': 20, 'scheduled': '2025-09-08T21:55:00+00:00', 'estimated': '2025-09-08T21:55:00+00:00', 'actual': '2025-09-08T22:15:00+00:00', 'estimated_runway': '2025-09-08T22:15:00+00:00', 'actual_runway': '2025-09-08T22:15:00+00:00'}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '3', 'gate': '42', 'baggage': '06', 'scheduled': '2025-09-09T10:15:00+00:00', 'delay': None, 'estimated': '2025-09-09T09:33:00+00:00', 'actual': '2025-09-09T09:34:00+00:00', 'estimated_runway': '2025-09-09T09:34:00+00:00', 'actual_runway': '2025-09-09T09:34:00+00:00'}","{'name': 'KLM', 'iata': 'KL', 'icao': 'KLM'}","{'number': '6103', 'iata': 'KL6103', 'icao': 'KLM6103', 'codeshared': {'airline_name': 'delta air lines', 'airline_iata': 'dl', 'airline_icao': 'dal', 'flight_number': '3', 'flight_iata': 'dl3', 'flight_icao': 'dal3'}}",,
2025-09-08,landed,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '4', 'gate': 'B30', 'delay': 20, 'scheduled': '2025-09-08T21:55:00+00:00', 'estimated': '2025-09-08T21:55:00+00:00', 'actual': '2025-09-08T22:15:00+00:00', 'estimated_runway': '2025-09-08T22:15:00+00:00', 'actual_runway': '2025-09-08T22:15:00+00:00'}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '3', 'gate': '42', 'baggage': '06', 'scheduled': '2025-09-09T10:15:00+00:00', 'delay': None, 'estimated': '2025-09-09T09:33:00+00:00', 'actual': '2025-09-09T09:34:00+00:00', 'estimated_runway': '2025-09-09T09:34:00+00:00', 'actual_runway': '2025-09-09T09:34:00+00:00'}","{'name': 'SAS', 'iata': 'SK', 'icao': 'SAS'}","{'number': '3973', 'iata': 'SK3973', 'icao': 'SAS3973', 'codeshared': {'airline_name': 'delta air lines', 'airline_iata': 'dl', 'airline_icao': 'dal', 'flight_number': '3', 'flight_iata': 'dl3', 'flight_icao': 'dal3'}}",,
2025-09-08,landed,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '8', 'gate': '16', 'delay': 41, 'scheduled': '2025-09-08T22:55:00+00:00', 'estimated': '2025-09-08T22:55:00+00:00', 'actual': '2025-09-08T23:36:00+00:00', 'estimated_runway': '2025-09-08T23:36:00+00:00', 'actual_runway': '2025-09-08T23:36:00+00:00'}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '3', 'gate': '5', 'baggage': '10', 'scheduled': '2025-09-09T11:05:00+00:00', 'delay': None, 'estimated': '2025-09-09T10:40:00+00:00', 'actual': '2025-09-09T10:43:00+00:00', 'estimated_runway': '2025-09-09T10:43:00+00:00', 'actual_runway': '2025-09-09T10:43:00+00:00'}","{'name': 'AlphaSky', 'iata': 'AS', 'icao': 'JAG'}","{'number': '6906', 'iata': 'AS6906', 'icao': 'JAG6906', 'codeshared': {'airline_name': 'american airlines', 'airline_iata': 'aa', 'airline_icao': 'aal', 'flight_number': '104', 'flight_iata': 'aa104', 'flight_icao': 'aal104'}}",,
2025-09-08,landed,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '8', 'gate': '16', 'delay': 41, 'scheduled': '2025-09-08T22:55:00+00:00', 'estimated': '2025-09-08T22:55:00+00:00', 'actual': '2025-09-08T23:36:00+00:00', 'estimated_runway': '2025-09-08T23:36:00+00:00', 'actual_runway': '2025-09-08T23:36:00+00:00'}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '3', 'gate': '5', 'baggage': '10', 'scheduled': '2025-09-09T11:05:00+00:00', 'delay': None, 'estimated': '2025-09-09T10:40:00+00:00', 'actual': '2025-09-09T10:43:00+00:00', 'estimated_runway': '2025-09-09T10:43:00+00:00', 'actual_runway': '2025-09-09T10:43:00+00:00'}","{'name': 'Finnair', 'iata': 'AY', 'icao': 'FIN'}","{'number': '4016', 'iata': 'AY4016', 'icao': 'FIN4016', 'codeshared': {'airline_name': 'american airlines', 'airline_iata': 'aa', 'airline_icao': 'aal', 'flight_number': '104', 'flight_iata': 'aa104', 'flight_icao': 'aal104'}}",,
2025-09-08,landed,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '8', 'gate': '16', 'delay': 41, 'scheduled': '2025-09-08T22:55:00+00:00', 'estimated': '2025-09-08T22:55:00+00:00', 'actual': '2025-09-08T23:36:00+00:00', 'estimated_runway': '2025-09-08T23:36:00+00:00', 'actual_runway': '2025-09-08T23:36:00+00:00'}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '3', 'gate': '5', 'baggage': '10', 'scheduled': '2025-09-09T11:05:00+00:00', 'delay': None, 'estimated': '2025-09-09T10:40:00+00:00', 'actual': '2025-09-09T10:43:00+00:00', 'estimated_runway': '2025-09-09T10:43:00+00:00', 'actual_runway': '2025-09-09T10:43:00+00:00'}","{'name': 'British Airways', 'iata': 'BA', 'icao': 'BAW'}","{'number': '1515', 'iata': 'BA1515', 'icao': 'BAW1515', 'codeshared': {'airline_name': 'american airlines', 'airline_iata': 'aa', 'airline_icao': 'aal', 'flight_number': '104', 'flight_iata': 'aa104', 'flight_icao': 'aal104'}}",,
2025-09-08,landed,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '8', 'gate': '16', 'delay': 41, 'scheduled': '2025-09-08T22:55:00+00:00', 'estimated': '2025-09-08T22:55:00+00:00', 'actual': '2025-09-08T23:36:00+00:00', 'estimated_runway': '2025-09-08T23:36:00+00:00', 'actual_runway': '2025-09-08T23:36:00+00:00'}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '3', 'gate': '5', 'baggage': '10', 'scheduled': '2025-09-09T11:05:00+00:00', 'delay': None, 'estimated': '2025-09-09T10:40:00+00:00', 'actual': '2025-09-09T10:43:00+00:00', 'estimated_runway': '2025-09-09T10:43:00+00:00', 'actual_runway': '2025-09-09T10:43:00+00:00'}","{'name': 'Gulf Air', 'iata': 'GF', 'icao': 'GFA'}","{'number': '6604', 'iata': 'GF6604', 'icao': 'GFA6604', 'codeshared': {'airline_name': 'american airlines', 'airline_iata': 'aa', 'airline_icao': 'aal', 'flight_number': '104', 'flight_iata': 'aa104', 'flight_icao': 'aal104'}}",,
2025-09-08,landed,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '8', 'gate': '16', 'delay': 41, 'scheduled': '2025-09-08T22:55:00+00:00', 'estimated': '2025-09-08T22:55:00+00:00', 'actual': '2025-09-08T23:36:00+00:00', 'estimated_runway': '2025-09-08T23:36:00+00:00', 'actual_runway': '2025-09-08T23:36:00+00:00'}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '3', 'gate': '5', 'baggage': '10', 'scheduled': '2025-09-09T11:05:00+00:00', 'delay': None, 'estimated': '2025-09-09T10:40:00+00:00', 'actual': '2025-09-09T10:43:00+00:00', 'estimated_runway': '2025-09-09T10:43:00+00:00', 'actual_runway': '2025-09-09T10:43:00+00:00'}","{'name': 'Iberia', 'iata': 'IB', 'icao': 'IBE'}","{'number': '4220', 'iata': 'IB4220', 'icao': 'IBE4220', 'codeshared': {'airline_name': 'american airlines', 'airline_iata': 'aa', 'airline_icao': 'aal', 'flight_number': '104', 'flight_iata': 'aa104', 'flight_icao': 'aal104'}}",,
2025-09-08,landed,"{'airport': 'John F Kennedy International', 'timezone': 'America/New_York', 'iata': 'JFK', 'icao': 'KJFK', 'terminal': '8', 'gate': '16', 'delay': 41, 'scheduled': '2025-09-08T22:55:00+00:00', 'estimated': '2025-09-08T22:55:00+00:00', 'actual': '2025-09-08T23:36:00+00:00', 'estimated_runway': '2025-09-08T23:36:00+00:00', 'actual_runway': '2025-09-08T23:36:00+00:00'}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '3', 'gate': '5', 'baggage': '10', 'scheduled': '2025-09-09T11:05:00+00:00', 'delay': None, 'estimated': '2025-09-09T10:40:00+00:00', 'actual': '2025-09-09T10:43:00+00:00', 'estimated_runway': '2025-09-09T10:43:00+00:00', 'actual_runway': '2025-09-09T10:43:00+00:00'}","{'name': 'Royal Jordanian', 'iata': 'RJ', 'icao': 'RJA'}","{'number': '7082', 'iata': 'RJ7082', 'icao': 'RJA7082', 'codeshared': {'airline_name': 'american airlines', 'airline_iata': 'aa', 'airline_icao': 'aal', 'flight_number': '104', 'flight_iata': 'aa104', 'flight_icao': 'aal104'}}",,
